"name","logo","workAreas","website","facebook","city","country","briefIntro"
"Action Against Hunger - Somalia","https://ngobase.org/images/ngo_logos/SO/Action-Against-Hunger---Somalia-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://actionagainsthunger.ca/location/africa/somalia/",,"Mogadishu","Somalia",""
"Action Against Hunger - South Sudan","https://ngobase.org/images/ngo_logos/SS/Action-Against-Hunger---South-Sudan-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://actionagainsthunger.ca/location/africa/south-sudan/",,"Juba","South Sudan",""
"Action For Rural Education And Agriculture Solutions (AREAS)","https://ngobase.org/images/ngo_logos/SO/Action-for-Rural-Education-and-Agriculture-Solutions-(AREAS)-ngo-charity.png","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Health -> Health Care - Other services","https://areas.org.so/",,"Mogadishu","Somalia",""
"Adventist Development And Relief Agency (ADRASOM)","https://ngobase.org/images/ngo_logos/SO/Adventist-Development-and-Relief-Agency-(ADRASOM)-ngo-charity.png","Health -> WASH; Environment and Climate -> Disaster Relief; Education and Training -> Education and Literacy","https://adrasom.org/","https://www.facebook.com/adrasom/","Mogadishu","Somalia",""
"Africa For Rural Development (ARD)","https://ngobase.org/images/ngo_logos/SO/Africa-for-Rural-Development-(ARD)-ngo-charity.png","Health -> WASH; Other Societal Benefits -> Agriculture; Development -> Rural Development","http://www.africaruraldevelopment.so/",,"Mogadishu","Somalia",""
"AFRICAN RELIEF & DEVELOPMENT (ARD)","https://ngobase.org/images/ngo_logos/SO/AFRICAN-RELIEF-&-DEVELOPMENT-(ARD)-ngo-charity.png","Health -> WASH; Health -> Health Care - Other services; Poverty Alleviation -> Hunger, Food insecurity","https://africanrd.org/",,"Mogadishu","Somalia",""
"AGENCY FOR COMMUNITY INTEGRATION AND EMPOWERMENT (ACIE)","https://ngobase.org/images/ngo_logos/SO/AGENCY-FOR-COMMUNITY-INTEGRATION-AND-EMPOWERMENT-(ACIE)-ngo-charity.png","Health -> WASH; Health -> Health Care - Other services; Environment and Climate -> Disaster Relief","https://agfcie.org/",,"Mogadishu","Somalia",""
"Agency For Development And Environmental Care (ADEC)","https://ngobase.org/images/ngo_logos/SO/Agency-for-Development-and-Environmental-Care-(ADEC)-ngo-charity.png","Health -> WASH; Environment and Climate -> Environment Protection; Education and Training -> Vocational Training","https://adecngo.org/",,"Mogadishu","Somalia",""
"Agency For Minority Rights And Development (AMARD)","https://ngobase.org/images/ngo_logos/SO/Agency-for-Minority-Rights-and-Development-(AMARD)-ngo-charity.png","Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity; Health -> Health Care - Other services","https://amard.org/",,"Mogadishu","Somalia",""
"AGRO PASTORAL CHARITY ORGANIZATION (APCO)","https://ngobase.org/images/ngo_logos/SO/AGRO-PASTORAL-CHARITY-ORGANIZATION-(APCO)-ngo-charity.png","Environment and Climate -> Environment Protection; Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity","https://agropastoral.org/",,"Mogadishu","Somalia",""
"Alaska Rural Water Association","https://ngobase.org/images/ngo_logos/US/Alaska-Rural-Water-Association-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH","https://arwa.org/","https://www.facebook.com/AKRuralWaterAssociation/","Wasilla","United States",""
"Alight","https://ngobase.org/images/ngo_logos/SO/Alight-ngo-charity.jpg","Health -> Health Care - Other services; Poverty Alleviation -> Women Welfare; Health -> WASH","https://www.wearealight.org/somali-peninsula","https://www.facebook.com/WeAreAlight/","Mogadishu","Somalia",""
"Asha Deep Foundation  (Ghaziabad)","https://ngobase.org/images/ngo_logos/IN/Asha-Deep--(Asha-Deep-Foundation-)-ngo-charity.png","Vulnerable Groups -> Orphanages; Development -> Community Development; Health -> WASH","https://adf.org.in/rehabiliation_center.php","https://www.facebook.com/ashadeepfoundation","New Delhi","India",""
"Ashray Seva Sansthan","https://ngobase.org/images/ngo_logos/IN/Ashray-Seva-Sansthan-ngo-charity.png","Health -> WASH; Poverty Alleviation -> Women Welfare; Education and Training -> Education and Literacy","https://ashray.org.in/","https://www.facebook.com/Ashray.org.in/","Lucknow","India",""
"Awareness Trust","https://ngobase.org/images/ngo_logos/IN/Awareness-Trust-ngo-charity.PNG","Rights -> Child Rights and Welfare; Health -> WASH; Other Societal Benefits -> Crime n Safety","https://awareness.org.in/","https://www.facebook.com/awareness.org.in","Coimbatore","India","AWARENESS is a non-PROFIT organization in Coimbatore. They focus on improving basic education, child welfare and senior citizens' care, sanitation, Road safety and afforestation"
"Baywork","https://ngobase.org/images/ngo_logos/US/Baywork-ngo-charity.JPG","Health -> WASH; Environment and Climate -> Environment Protection","https://www.baywork.org/","https://www.facebook.com/Baywork","San Francisco","United States",""
"Centre For Rural Prosperity And Development (CRPD)","https://ngobase.org/images/ngo_logos/SO/Centre-for-Rural-Prosperity-and-Development-(CRPD)-ngo-charity.jpg","Health -> WASH; Education and Training -> Vocational Training; Poverty Alleviation -> Hunger, Food insecurity","https://crpdsom.org/",,"Mogadishu","Somalia",""
"Chaitanya Educational And Rural Development Society (CERDS)","https://ngobase.org/images/ngo_logos/IN/Chaitanya-Educational-and-Rural-Development-Society-(CERDS)-ngo-charity.png","Development -> Rural Development; Education and Training -> Vocational Training; Health -> WASH","https://www.cerds-india.org/","https://www.facebook.com/cerdsindia","Amaravati","India",""
"Cheyutha Foundation For Organ Transplants","https://ngobase.org/images/ngo_logos/IN/Cheyutha-Foundation-for-Organ-Transplants-ngo-charity.jpg","Environment and Climate -> Disaster Relief; Health -> WASH","https://cfotindia.org/","https://www.facebook.com/cfotindia/","Hyderabad","India",""
"Community Water Center Action Fund","https://ngobase.org/images/ngo_logos/US/Community-Water-Center-Action-Fund-ngo-charity.jpg","Education and Training -> Political Education; Health -> WASH","https://www.cwcactionfund.org/","https://www.facebook.com/CWCActionFund/","Visalia","United States",""
"Concepts For Community Programmes (CCP)","https://ngobase.org/images/ngo_logos/SO/Concepts-for-community-Programmes-(CCP)---(Garoowe)-ngo-charity.jpg","Education and Training -> Education and Literacy; Health -> WASH; Environment and Climate -> Disaster Relief","http://www.ccpsom.org/","https://www.facebook.com/CCPSomalia","Garowe","Somalia",""
"Development Action NEtwork (DAN)","https://ngobase.org/images/ngo_logos/SO/Development-Action-NEtwork-(DAN)-ngo-charity.jpg","Education and Training -> Education and Literacy; Health -> WASH; Health -> Health Care - Other services","https://dan.ngo/",,"Mogadishu","Somalia",""
"Dhamma Global Foundation","https://ngobase.org/images/ngo_logos/IN/Dhamma-Global-Foundation-ngo-charity.png","Poverty Alleviation -> Poverty Alleviation; Health -> WASH; Education and Training -> Education and Literacy","https://dgfindia.org/","https://www.facebook.com/people/DGF-India/100075946542444/","Mumbai","India",""
"Dream International Foundation","https://ngobase.org/images/ngo_logos/TZ/Dream-International-Foundation-ngo-charity.jpg","Health -> Health Care - Other services; Health -> WASH; Environment and Climate -> Disaster Relief","https://dreaminternationalfoundation.org/","https://www.facebook.com/p/Dream-International-Foundation-100068834095828/?_rdr","Dar es Salaam","Tanzania",""
"Fundación Cuidemos El Planeta Con Reyes Guzmán","https://ngobase.org/images/ngo_logos/DO/Fundaci%C3%B3n-Cuidemos-el-Planeta-con-Reyes-Guzm%C3%A1n-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH; Animals -> Animal Welfare and Rescue","http://www.rgfundacioncuidemoselplaneta.org/","https://shorturl.at/xLU76","Santo Domingo","Dominican Republic",""
"Fundocad","https://ngobase.org/images/ngo_logos/DO/Fundocad-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Agriculture",,"https://www.instagram.com/dominicanrecycleart/?igshid=1dzwcux3kgp3q","Santo Domingo","Dominican Republic",""
"GFoundation Inc","https://ngobase.org/images/ngo_logos/US/GFoundation-Inc-ngo-charity.JPG","Rights -> Youth Welfare; Health -> WASH; Environment and Climate -> Disaster Relief","https://gfoundationus.org/","https://www.facebook.com/gfoundationus/","New York","United States",""
"GLOBAL INITIATIVE FOR RESILIENCE AND DEVELOPMENT (GIRD)","https://ngobase.org/images/ngo_logos/SO/GLOBAL-INITIATIVE-FOR-RESILIENCE-AND-DEVELOPMENT-(GIRD)---(Garoowe)-ngo-charity.jpg","Environment and Climate -> Ocean Conservation; Health -> WASH; Poverty Alleviation -> Poverty Alleviation","https://girdglobal.org/",,"Garowe","Somalia",""
"GRAM- UTTHAN","https://ngobase.org/images/ngo_logos/IN/GRAM--UTTHAN-ngo-charity.png","Poverty Alleviation -> Poverty Alleviation; Poverty Alleviation -> Women Welfare; Health -> WASH","https://gramutthan.org/","https://www.facebook.com/gramutthannew","Bhubaneswar","India",""
"Grove For Ghana Inc","https://ngobase.org/images/ngo_logos/US/Grove-For-Ghana-Inc-ngo-charity.jpg","Health -> WASH","https://groveforghana.org/","https://www.facebook.com/groveforghana","Miami","United States",""
"Gurmad For Sustainable Aid","https://ngobase.org/images/ngo_logos/SO/Gurmad-for-Sustainable-Aid-ngo-charity.jpg","Environment and Climate -> Disaster Relief; Health -> WASH; Education and Training -> Education and Literacy","https://gsa.org.so/",,"Mogadishu","Somalia",""
"Hawaii Water Works Association","https://ngobase.org/images/ngo_logos/US/Hawaii-Water-Works-Association-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH","https://www.hwea.org/","https://www.facebook.com/hwea.hawaii","Honolulu","United States",""
"Helvetas Burkina Faso","https://ngobase.org/images/ngo_logos/BF/Helvetas-Burkina-Faso-ngo-charity.jpeg","Education and Training -> Education and Literacy; Health -> WASH; Development -> Rural Development","https://www.helvetas.org/en/pakistan","https://www.linkedin.com/company/helvetas/","Ouagadougou","Burkina Faso",""
"HopeVoice Association","https://ngobase.org/images/ngo_logos/CH/HopeVoice-Association-ngo-charity.jpg","Vulnerable Groups -> Orphanages; Health -> WASH; Health -> Maternal Health","https://www.hopevoice.org/","https://www.facebook.com/people/HopeVoice-Association/100080620577565/","Geneva","Switzerland",""
"Horn International Relief & Development Organization (HIRDO)","https://ngobase.org/images/ngo_logos/SO/Horn-International-Relief-&-Development-Organization-(HIRDO)-ngo-charity.jpg","Health -> Health Care - Other services; Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity","https://www.hirdo.org/",,"Mogadishu","Somalia",""
"Human Life Development Initiative (HLDI)","https://ngobase.org/images/ngo_logos/SO/Human-Life-Development-Initiative-(HLDI)-ngo-charity.jpg","Education and Training -> Education and Literacy; Rights -> Human Rights; Health -> WASH","http://hldinitiatives.org/",,"Mogadishu","Somalia",""
"IMA World Health","https://ngobase.org/images/ngo_logos/TZ/IMA-World-Health-ngo-charity.png","Health -> WASH; Health -> Maternal Health; Specific Diseases -> HIV Aids","https://imaworldhealth.org/","https://www.facebook.com/corusinternational","Dar es Salaam","Tanzania",""
"Juba Foundation (JF)","https://ngobase.org/images/ngo_logos/SO/Juba-Foundation-(JF)-ngo-charity.jpg","Health -> WASH; Health -> Health Care - Other services; Education and Training -> Education and Literacy","https://jubafoundation.org/","https://www.facebook.com/profile.php?id=100066563285673","Mogadishu","Somalia",""
"Kern Water Collaborative","https://ngobase.org/images/ngo_logos/US/Kern-Water-Collaborative-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://kwcmz.org/","https://www.facebook.com/share/1zdpDHdwsKbokMBh/","Bakersfield","United States",""
"Life Begins","https://ngobase.org/images/ngo_logos/IN/Life-Begins-ngo-charity.jpg","Health -> Health Care - Other services; Education and Training -> Education and Literacy; Health -> WASH","https://lifebeginsindia.in/","https://www.facebook.com/lifebeginsindia/","Bangalore","India",""
"Liveihood Relief & Development Organization (LRDO)","https://ngobase.org/images/ngo_logos/SO/Liveihood-Relief-&-Development-Organization-(LRDO)-ngo-charity.jpg","Health -> WASH; Health -> Health Care - Other services; Education and Training -> Education and Literacy","https://lrdo.org/",,"Mogadishu","Somalia",""
"Lott Alliance","https://ngobase.org/images/ngo_logos/US/Lott-Alliance-ngo-charity.png","Health -> WASH; Environment and Climate -> Environment Protection","https://www.lottcleanwater.org/","https://www.facebook.com/lottalliance/","Olympia","United States",""
"Manava Adhikar Seva Samiti","https://ngobase.org/images/ngo_logos/IN/Manava-Adhikar-Seva-Samiti----Sambalpur-ngo-charity.png","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Environment and Climate -> Environment Protection","https://www.massodisha.org/Missionvision.html","https://www.facebook.com/manavaadhikarseva/","Sambalpur","India",""
"Mercy USA For Aid And Development (M-USA)","https://ngobase.org/images/ngo_logos/SO/Mercy-USA-for-Aid-and-Development-(M-USA)-ngo-charity.jpg","Health -> Health Care - Other services; Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity","https://mercyusa.org/somalia-projects",,"Mogadishu","Somalia",""
"MKB FOUNDATION - Mission Of Kingdom For Brightness Foundation","https://ngobase.org/images/ngo_logos/PK/MKB-FOUNDATION---MainKhan-Bepari-Foundation-ngo-charity.png","Development -> Community Development; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://mkbfoundation.org.pk/","https://www.facebook.com/MKBFoundation/","Khairpur","Pakistan",""
"National Centre For Human Settlements And Environment","https://ngobase.org/images/ngo_logos/IN/National-Centre-for-Human-Settlements-and-Environment-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Environment Protection","https://www.nchse.org/","https://www.facebook.com/NCHSEBPL/","Bhopal","India",""
"Puntland Minority Women Development Organization (PMWDO)","https://ngobase.org/images/ngo_logos/SO/Puntland-Minority-Women-Development-Organization-(PMWDO)-ngo-charity.jpg","Education and Training -> Education and Literacy; Health -> Health Care - Other services; Health -> WASH","https://pmwdo.org/",,"Bosaso","Somalia",""
